source_key,company_name,registration_id,legal_name,trade_name,parent_name,company_type,industry,segment,status,country,region,city,postal_code,street,building,suite,branch_code,website,email,phone,tax_id,vat_status,currency,language,time_zone,founded,employee_band,revenue_band,credit_grade,payment_terms,customer_since,last_verified,updated_at,crm_system,account_status,account_owner,billing_country,shipping_country,risk_rating,compliance_status,contract_type,renewal_month,support_tier,sales_region,customer_tier,preferred_channel,import_batch,legacy_account_id,notes
REF-000343,Ashmere Robotics Singapore Pte Ltd,SG-SYN-000343,Ashmere Robotics Singapore Pte Ltd,Ashmere Robotics,Ashmere Group,Pte Ltd,Robotics,SMB,Active,SG,Central,Singapore,018989,Example Works Lane,144,B21,SG-342,https://c000343.example,crm@c000343.example,TEST-000343,TEST-TAX-000343,Exempt,SGD,en,Asia/Singapore,2000,51-250,5-25m,B1,NET30,2016-07-15,2025-07-20,2026-07-03,Atlas CRM,Current,Team 1,SG,SE,Low,Review,Annual,2027-07,Standard,EMEA,Core,Portal,REF-2026,LEG-000343,Synthetic account
REF-005418,Solmere Instruments South Service Centre,DUP-SYN-000059,Solmere Instruments South Service Centre,Solmere Instruments,Solmere Instruments Holdings,Ltda,Components,Midmarket,Active,BR,São Paulo,São Paulo,01000-000,Rua das Oficinas,45,B13,BR-432,https://group000058.example,crm@c005418.example,TEST-005418,TEST-TAX-005418,Registered,BRL,pt,America/Sao_Paulo,1979,51-250,5-25m,A2,NET60,2023-06-15,2025-06-20,2026-02-03,Atlas CRM,Current,Team 9,BR,IN,High,Cleared,Project,2027-06,Dedicated,AMER,Strategic,Email,REF-2026,LEG-005418,Synthetic account
REF-003288,Kraków Brinwell Distribution Dubai FZCO,AE-SYN-003288,Kraków Brinwell Distribution Dubai FZCO,Brinwell Distribution,Brinwell Group,FZCO,Distribution,Midmarket,Active,AE,Dubai,Dubai,00000,Example Trade Park,104,B22,AE-296,https://c003288.example,crm@c003288.example,TEST-003288,TEST-TAX-003288,Registered,AED,ar,Asia/Dubai,1981,51-250,5-25m,B2,NET60,2021-12-15,2025-12-20,2026-08-03,Atlas CRM,Current,Team 3,AE,FR,High,Cleared,Project,2027-12,Dedicated,AMER,Strategic,Email,REF-2026,LEG-003288,Synthetic account
REF-002585,Greenmere Logistics Tōkyō KK,JP-SYN-002585,Greenmere Logistics Tōkyō KK,Greenmere Logistics,Greenmere Group,KK,Logistics,Enterprise,Dormant,JP,Kantō,Tōkyō,100-0001,Test Industrial Ave,197,B9,JP-590,https://c002585.example,crm@c002585.example,TEST-002585,TEST-TAX-002585,Registered,JPY,ja,Asia/Tokyo,2006,1000+,100m+,A1,NET45,2018-05-15,2025-05-20,2026-01-03,Atlas CRM,Current,Team 2,JP,AE,Medium,Cleared,Rolling,2027-05,Priority,APAC,Growth,Portal,REF-2026,LEG-002585,Synthetic account
REF-004397,Corvell Analytics West Branch Tōkyō,JP-SYN-004397,Corvell Analytics West Branch Tōkyō,Corvell Analytics,Corvell Group,KK,Analytics,Enterprise,Active,JP,Kantō,Tōkyō,100-0001,Test Industrial Ave,19,B4,JP-408,https://c004397.example,crm@c004397.example,TEST-004397,TEST-TAX-004397,Registered,JPY,ja,Asia/Tokyo,1998,11-50,1-5m,A1,NET45,2010-05-15,2025-05-20,2026-05-03,Atlas CRM,Current,Team 5,JP,AE,Medium,Cleared,Rolling,2027-05,Priority,APAC,Growth,Portal,REF-2026,LEG-004397,Regional service account
REF-002269,Elmridge Automation Dubai FZCO,AE-SYN-002269,Elmridge Automation Dubai FZCO,Elmridge Automation,Elmridge Group,FZCO,Automation,SMB,Active,AE,Dubai,Dubai,00000,Example Trade Park,80,B15,AE-274,https://c002269.example,crm@c002269.example,TEST-002269,TEST-TAX-002269,Exempt,AED,ar,Asia/Dubai,2002,251-1000,25-100m,A1,NET30,2010-01-15,2025-01-20,2026-05-03,Atlas CRM,Current,Team 1,AE,JP,Low,Review,Annual,2027-01,Standard,EMEA,Core,Portal,REF-2026,LEG-002269,Synthetic account
REF-001403,Glenwick Packaging Tōkyō KK,JP-SYN-001403,Glenwick Packaging Tōkyō KK,Glenwick Packaging,Glenwick Group,KK,Packaging,Enterprise,Active,JP,Kantō,Tōkyō,100-0001,Test Industrial Ave,10,B23,JP-405,https://c001403.example,crm@c001403.example,TEST-001403,TEST-TAX-001403,Registered,JPY,ja,Asia/Tokyo,2020,51-250,5-25m,B1,NET45,2012-11-15,2025-11-20,2026-03-03,Atlas CRM,Current,Team 8,JP,DE,Medium,Cleared,Rolling,2027-11,Priority,APAC,Growth,Portal,REF-2026,LEG-001403,Synthetic account
REF-001207,Solmere Distribution Zürich AG,CH-SYN-001207,Solmere Distribution Zürich AG,Solmere Distribution,Solmere Group,AG,Distribution,SMB,Active,CH,Zürich,Zürich,8001,Lindenweg,13,B11,CH-209,https://c001207.example,crm@c001207.example,TEST-001207,TEST-TAX-001207,Exempt,CHF,de,Europe/Zurich,1980,11-50,1-5m,B1,NET30,2012-07-15,2025-07-20,2026-07-03,Atlas CRM,Current,Team 1,CH,SE,Low,Review,Annual,2027-07,Standard,EMEA,Core,Portal,REF-2026,LEG-001207,Synthetic account
REF-000668,Vellora Materials Göteborg AB,SE-SYN-000668,Vellora Materials Göteborg AB,Vellora Materials,Vellora Group,AB,Materials,Enterprise,Active,SE,Västra Götaland,Göteborg,411 01,Verkstadsgatan,71,B1,SE-667,https://c000668.example,crm@c000668.example,TEST-000668,TEST-TAX-000668,Registered,SEK,sv,Europe/Stockholm,2013,51-250,5-25m,B2,NET45,2019-08-15,2025-08-20,2026-04-03,Atlas CRM,Current,Team 2,SE,MX,Medium,Cleared,Rolling,2027-08,Priority,APAC,Growth,Email,REF-2026,LEG-000668,Synthetic account
REF-005859,Orivel Optics Lyon SAS,FR-SYN-005859,Orivel Optics Lyon SAS,Orivel Optics,Orivel Group,SAS,Optics,Midmarket,Active,FR,Rhône,Lyon,69002,Rue des Ateliers,88,B17,FR-873,https://c005859.example,crm@c005859.example,TEST-005859,TEST-TAX-005859,Registered,EUR,fr,Europe/Paris,2004,251-1000,25-100m,B1,NET60,2016-03-15,2025-03-20,2026-03-03,Atlas CRM,Current,Team 9,FR,GB,High,Cleared,Project,2027-03,Dedicated,AMER,Strategic,Portal,REF-2026,LEG-005859,Synthetic account
REF-000113,Quenby Equipment Portland LLC,US-SYN-000113,Quenby Equipment Portland LLC,Quenby Equipment,Quenby Group,LLC,Equipment,Enterprise,Active,US,Oregon,Portland,97201,Example Park,113,B21,US-112,https://c000113.example,crm@c000113.example,TEST-000113,TEST-TAX-000113,Registered,USD,en,America/Los_Angeles,1978,51-250,5-25m,A1,NET45,2010-05-15,2025-05-20,2026-01-03,Atlas CRM,Current,Team 5,US,AE,Medium,Cleared,Rolling,2027-05,Priority,APAC,Growth,Portal,REF-2026,LEG-000113,Synthetic account
REF-004128,Brinwell Manufacturing Dubai FZCO,AE-SYN-004128,Brinwell Manufacturing Dubai FZCO,Brinwell Manufacturing,Brinwell Group,FZCO,Manufacturing,Midmarket,Active,AE,Dubai,Dubai,00000,Example Trade Park,148,B11,AE-139,https://c004128.example,crm@c004128.example,TEST-004128,TEST-TAX-004128,Registered,AED,ar,Asia/Dubai,1989,51-250,5-25m,B2,NET60,2021-12-15,2025-12-20,2026-08-03,Atlas CRM,Current,Team 6,AE,FR,High,Cleared,Project,2027-12,Dedicated,AMER,Strategic,Email,REF-2026,LEG-004128,Synthetic account
REF-000589,Elmridge Packaging Dubai FZCO,AE-SYN-000589,Elmridge Packaging Dubai FZCO,Elmridge Packaging,Elmridge Group,FZCO,Packaging,SMB,Active,AE,Dubai,Dubai,00000,Example Trade Park,191,B14,AE-588,https://c000589.example,crm@c000589.example,TEST-000589,TEST-TAX-000589,Exempt,AED,ar,Asia/Dubai,1986,251-1000,25-100m,A1,NET30,2010-01-15,2025-01-20,2026-05-03,Atlas CRM,Current,Team 4,AE,JP,Low,Cleared,Annual,2027-01,Standard,EMEA,Core,Portal,REF-2026,LEG-000589,Synthetic account
REF-002593,Quenby Design Tōkyō KK,JP-SYN-002593,Quenby Design Tōkyō KK,Quenby Design,Quenby Group,KK,Design,SMB,Active,JP,Kantō,Tōkyō,100-0001,Test Industrial Ave,6,B17,JP-598,https://c002593.example,crm@c002593.example,TEST-002593,TEST-TAX-002593,Exempt,JPY,ja,Asia/Tokyo,2014,51-250,5-25m,A1,NET30,2012-01-15,2025-01-20,2026-01-03,Atlas CRM,Current,Team 1,JP,JP,Low,Review,Annual,2027-01,Standard,EMEA,Core,Portal,REF-2026,LEG-002593,Synthetic account
REF-005520,Dalestra Logistics South Service Centre,DUP-SYN-000110,Dalestra Logistics South Service Centre,Dalestra Logistics,Dalestra Logistics Holdings,FZCO,Equipment,Midmarket,Active,AE,Dubai,Dubai,00000,Example Trade Park,147,B23,AE-534,https://group000109.example,crm@c005520.example,TEST-005520,TEST-TAX-005520,Registered,AED,ar,Asia/Dubai,1977,1000+,100m+,B2,NET60,2013-12-15,2025-12-20,2026-08-03,Atlas CRM,Current,Team 3,AE,FR,High,Cleared,Project,2027-12,Dedicated,AMER,Strategic,Email,REF-2026,LEG-005520,Synthetic account
REF-000627,Morwick Optics Bristol Ltd,GB-SYN-000627,Morwick Optics Bristol Ltd,Morwick Optics,Morwick Group,Ltd,Optics,Midmarket,Active,GB,England,Bristol,BS1 1AA,Foundry Way,30,B6,GB-626,https://c000627.example,crm@c000627.example,TEST-000627,TEST-TAX-000627,Registered,GBP,en,Europe/London,1972,11-50,1-5m,B1,NET60,2020-03-15,2025-03-20,2026-03-03,Atlas CRM,Current,Team 6,GB,GB,High,Cleared,Project,2027-03,Dedicated,AMER,Strategic,Portal,REF-2026,LEG-000627,Synthetic account
REF-002046,Jorven Components Singapore Pte Ltd,SG-SYN-002046,Jorven Components Singapore Pte Ltd,Jorven Components,Jorven Group,Pte Ltd,Components,Midmarket,Active,SG,Central,Singapore,018989,Example Works Lane,56,B22,SG-051,https://c002046.example,crm@c002046.example,TEST-002046,TEST-TAX-002046,Registered,SGD,en,Asia/Singapore,1987,1-10,<1m,A2,NET60,2011-06-15,2025-06-20,2026-06-03,Atlas CRM,Current,Team 3,SG,IN,High,Cleared,Project,2027-06,Dedicated,AMER,Strategic,Email,REF-2026,LEG-002046,Synthetic account
REF-004632,Holloway Mobility Bristol Ltd,GB-SYN-004632,Holloway Mobility Bristol Ltd,Holloway Mobility,Holloway Group,Ltd,Mobility,Midmarket,Active,GB,England,Bristol,BS1 1AA,Foundry Way,55,B9,GB-643,https://c004632.example,crm@c004632.example,TEST-004632,TEST-TAX-004632,Registered,GBP,en,Europe/London,1973,11-50,1-5m,B2,NET60,2021-12-15,2025-12-20,2026-08-03,Atlas CRM,On hold,Team 6,GB,FR,High,Cleared,Project,2027-12,Dedicated,AMER,Strategic,Email,REF-2026,LEG-004632,Synthetic account
REF-004804,Dalestra Analytics Dubai FZCO,AE-SYN-004804,Dalestra Analytics Dubai FZCO,Dalestra Analytics,Dalestra Group,FZCO,Analytics,SMB,Active,AE,Dubai,Dubai,00000,Example Trade Park,28,B20,AE-815,https://c004804.example,crm@c004804.example,TEST-004804,TEST-TAX-004804,Registered,AED,ar,Asia/Dubai,1989,251-1000,25-100m,B2,NET30,2011-04-15,2025-04-20,2026-04-03,Atlas CRM,Current,Team 7,AE,BR,Low,Cleared,Annual,2027-04,Standard,EMEA,Core,Email,REF-2026,LEG-004804,Synthetic account
REF-005081,Aster Design Lyon SAS,FR-SYN-005081,Aster Design Lyon SAS,Aster Design,Aster Group,SAS,Design,Enterprise,Active,FR,Rhône,Lyon,69002,Rue des Ateliers,106,B21,FR-095,https://c005081.example,crm@c005081.example,TEST-005081,TEST-TAX-005081,Registered,EUR,fr,Europe/Paris,2006,1-10,<1m,A1,NET45,2022-05-15,2025-05-20,2026-01-03,Atlas CRM,Current,Team 5,FR,AE,Medium,Cleared,Rolling,2027-05,Priority,APAC,Growth,Portal,REF-2026,LEG-005081,Synthetic account
REF-004205,Merriton Research West Branch São Paulo,BR-SYN-004205,Merriton Research West Branch São Paulo,Merriton Research,Merriton Group,Ltda,Research,Enterprise,Active,BR,São Paulo,São Paulo,01000-000,Rua das Oficinas,26,B19,BR-216,https://c004205.example,crm@c004205.example,TEST-004205,TEST-TAX-004205,Registered,BRL,pt,America/Sao_Paulo,2014,1000+,100m+,A1,NET45,2014-05-15,2025-05-20,2026-05-03,Atlas CRM,Current,Team 2,BR,AE,Medium,Cleared,Rolling,2027-05,Priority,APAC,Growth,Portal,REF-2026,LEG-004205,Regional service account
REF-003625,Société Élan Greenmere Equipment Singapore Pte Ltd,SG-SYN-003625,Société Élan Greenmere Equipment Singapore Pte Ltd,Greenmere Equipment,Greenmere Group,Pte Ltd,Equipment,SMB,Active,SG,Central,Singapore,018989,Example Works Lane,43,B14,SG-633,https://c003625.example,crm@c003625.example,TEST-003625,TEST-TAX-003625,Exempt,SGD,en,Asia/Singapore,2006,1000+,100m+,A1,NET30,2022-01-15,2025-01-20,2026-01-03,Atlas CRM,Current,Team 7,SG,JP,Low,Cleared,Annual,2027-01,Standard,EMEA,Core,Portal,REF-2026,LEG-003625,Synthetic account
REF-004929,Yarrow Optics Dubai FZCO,AE-SYN-004929,Yarrow Optics Dubai FZCO,Yarrow Optics,Yarrow Group,FZCO,Optics,Midmarket,Active,AE,Dubai,Dubai,00000,Example Trade Park,153,B7,AE-940,https://c004929.example,crm@c004929.example,TEST-004929,TEST-TAX-004929,Registered,AED,ar,Asia/Dubai,2010,251-1000,25-100m,A1,NET60,2010-09-15,2025-09-20,2026-01-03,Atlas CRM,On hold,Team 6,AE,SG,High,Cleared,Project,2027-09,Dedicated,AMER,Strategic,Portal,REF-2026,LEG-004929,Synthetic account
REF-002858,Flinora Advisory Portland LLC,US-SYN-002858,Flinora Advisory Portland LLC,Flinora Advisory,Flinora Group,LLC,Advisory,Enterprise,Active,US,Oregon,Portland,97201,Example Park,72,B6,US-863,https://c002858.example,crm@c002858.example,TEST-002858,TEST-TAX-002858,Registered,USD,en,America/Los_Angeles,2019,51-250,5-25m,A2,NET45,2011-02-15,2025-02-20,2026-02-03,Atlas CRM,Current,Team 5,US,US,Medium,Cleared,Rolling,2027-02,Priority,APAC,Growth,Email,REF-2026,LEG-002858,Synthetic account
REF-000482,Xandora Materials Mérida SA,MX-SYN-000482,Xandora Materials Mérida SA,Xandora Materials,Xandora Group,SA,Materials,Enterprise,Active,MX,Yucatán,Mérida,97000,Calle del Taller,84,B22,MX-481,https://c000482.example,crm@c000482.example,TEST-000482,TEST-TAX-000482,Registered,MXN,es,America/Merida,1983,11-50,1-5m,A2,NET45,2015-02-15,2025-02-20,2026-02-03,Atlas CRM,Current,Team 5,MX,US,Medium,Cleared,Rolling,2027-02,Priority,APAC,Growth,Email,REF-2026,LEG-000482,"Synthetic; multiline
CRM note"
REF-002152,Holloway Manufacturing São Paulo Ltda,BR-SYN-002152,Holloway Manufacturing São Paulo Ltda,Holloway Manufacturing,Holloway Group,Ltda,Manufacturing,SMB,Active,BR,São Paulo,São Paulo,01000-000,Rua das Oficinas,162,B13,BR-157,https://c002152.example,crm@c002152.example,TEST-002152,TEST-TAX-002152,Registered,BRL,pt,America/Sao_Paulo,1989,11-50,1-5m,B2,NET30,2019-04-15,2025-04-20,2026-08-03,Atlas CRM,Current,Team 1,BR,BR,Low,Review,Annual,2027-04,Standard,EMEA,Core,Email,REF-2026,LEG-002152,Synthetic account
REF-003672,Holloway Advisory Zürich AG,CH-SYN-003672,Holloway Advisory Zürich AG,Holloway Advisory,Holloway Group,AG,Advisory,Midmarket,Active,CH,Zürich,Zürich,8001,Lindenweg,90,B15,CH-680,https://c003672.example,crm@c003672.example,TEST-003672,TEST-TAX-003672,Registered,CHF,de,Europe/Zurich,2001,11-50,1-5m,B2,NET60,2013-12-15,2025-12-20,2026-08-03,Atlas CRM,Current,Team 9,CH,FR,High,Cleared,Project,2027-12,Dedicated,AMER,Strategic,Email,REF-2026,LEG-003672,Synthetic account
REF-001691,Everfen Diagnostics Tōkyō KK,JP-SYN-001691,Everfen Diagnostics Tōkyō KK,Everfen Diagnostics,Everfen Group,KK,Diagnostics,Enterprise,Active,JP,Kantō,Tōkyō,100-0001,Test Industrial Ave,99,B12,JP-693,https://c001691.example,crm@c001691.example,TEST-001691,TEST-TAX-001691,Registered,JPY,ja,Asia/Tokyo,1996,1-10,<1m,B1,NET45,2020-11-15,2025-11-20,2026-03-03,Atlas CRM,Current,Team 8,JP,DE,Medium,Cleared,Rolling,2027-11,Priority,APAC,Growth,Portal,REF-2026,LEG-001691,"Synthetic; multiline
CRM note"
REF-001486,Jorven Advisory Singapore Pte Ltd,SG-SYN-001486,Jorven Advisory Singapore Pte Ltd,Jorven Advisory,Jorven Group,Pte Ltd,Advisory,SMB,Active,SG,Central,Singapore,018989,Example Works Lane,93,B14,SG-488,https://c001486.example,crm@c001486.example,TEST-001486,TEST-TAX-001486,Registered,SGD,en,Asia/Singapore,1999,1-10,<1m,A2,NET30,2011-10-15,2025-10-20,2026-06-03,Atlas CRM,On hold,Team 1,SG,CH,Low,Review,Annual,2027-10,Standard,EMEA,Core,Email,REF-2026,LEG-001486,Synthetic account
REF-001554,Novera Foods Pune Pvt Ltd,IN-SYN-001554,Novera Foods Pune Pvt Ltd,Novera Foods,Novera Group,Pvt Ltd,Foods,Midmarket,Active,IN,Maharashtra,Pune,411001,Sample Tech Road,161,B13,IN-556,https://c001554.example,crm@c001554.example,TEST-001554,TEST-TAX-001554,Registered,INR,en,Asia/Kolkata,2015,251-1000,25-100m,A2,NET60,2023-06-15,2025-06-20,2026-02-03,Atlas CRM,Current,Team 6,IN,IN,High,Cleared,Project,2027-06,Dedicated,AMER,Strategic,Email,REF-2026,LEG-001554,Synthetic account
REF-001344,Junera Foods Pune Pvt Ltd,IN-SYN-001344,Junera Foods Pune Pvt Ltd,Junera Foods,Junera Group,Pvt Ltd,Foods,Midmarket,Dormant,IN,Maharashtra,Pune,411001,Sample Tech Road,150,B10,IN-346,https://c001344.example,crm@c001344.example,TEST-001344,TEST-TAX-001344,Registered,INR,en,Asia/Kolkata,2013,251-1000,25-100m,B2,NET60,2023-12-15,2025-12-20,2026-08-03,Atlas CRM,Current,Team 3,IN,FR,High,Cleared,Project,2027-12,Dedicated,AMER,Strategic,Email,REF-2026,LEG-001344,Synthetic account
REF-000534,Ternwell Components São Paulo Ltda,BR-SYN-000534,Ternwell Components São Paulo Ltda,Ternwell Components,Ternwell Group,Ltda,Components,Midmarket,Active,BR,São Paulo,São Paulo,01000-000,Rua das Oficinas,136,B5,BR-533,https://c000534.example,crm@c000534.example,TEST-000534,TEST-TAX-000534,Registered,BRL,pt,America/Sao_Paulo,1983,251-1000,25-100m,A2,NET60,2011-06-15,2025-06-20,2026-06-03,Atlas CRM,Current,Team 3,BR,IN,High,Cleared,Project,2027-06,Dedicated,AMER,Strategic,Email,REF-2026,LEG-000534,"Synthetic; multiline
CRM note"
REF-005050,Harven Mobility Lyon SAS,FR-SYN-005050,Harven Mobility Lyon SAS,Harven Mobility,Harven Group,SAS,Mobility,SMB,Dormant,FR,Rhône,Lyon,69002,Rue des Ateliers,75,B13,FR-064,https://c005050.example,crm@c005050.example,TEST-005050,TEST-TAX-005050,Registered,EUR,fr,Europe/Paris,1975,1000+,100m+,A2,NET30,2019-10-15,2025-10-20,2026-02-03,Atlas CRM,On hold,Team 1,FR,CH,Low,Review,Annual,2027-10,Standard,EMEA,Core,Email,REF-2026,LEG-005050,Synthetic account
REF-004183,Ashmere Equipment West Branch Pune,IN-SYN-004183,Ashmere Equipment West Branch Pune,Ashmere Equipment,Ashmere Group,Pvt Ltd,Equipment,SMB,Dormant,IN,Maharashtra,Pune,411001,Sample Tech Road,4,B20,IN-194,https://c004183.example,crm@c004183.example,TEST-004183,TEST-TAX-004183,Exempt,INR,en,Asia/Kolkata,1992,51-250,5-25m,B1,NET30,2020-07-15,2025-07-20,2026-07-03,Atlas CRM,Current,Team 7,IN,SE,Low,Cleared,Annual,2027-07,Standard,EMEA,Core,Portal,REF-2026,LEG-004183,Regional service account
REF-001410,Harven Logistics Lyon SAS,FR-SYN-001410,Harven Logistics Lyon SAS,Harven Logistics,Harven Group,SAS,Logistics,Midmarket,Active,FR,Rhône,Lyon,69002,Rue des Ateliers,17,B7,FR-412,https://c001410.example,crm@c001410.example,TEST-001410,TEST-TAX-001410,Registered,EUR,fr,Europe/Paris,1975,1000+,100m+,A2,NET60,2019-06-15,2025-06-20,2026-02-03,Atlas CRM,Current,Team 6,FR,IN,High,Cleared,Project,2027-06,Dedicated,AMER,Strategic,Email,REF-2026,LEG-001410,Synthetic account
REF-000168,Brinwell Robotics Bristol Ltd,GB-SYN-000168,Brinwell Robotics Bristol Ltd,Brinwell Robotics,Brinwell Group,Ltd,Robotics,Midmarket,Active,GB,England,Bristol,BS1 1AA,Foundry Way,168,B7,GB-167,https://c000168.example,crm@c000168.example,TEST-000168,TEST-TAX-000168,Registered,GBP,en,Europe/London,1981,51-250,5-25m,B2,NET60,2023-12-15,2025-12-20,2026-08-03,Atlas CRM,Current,Team 6,GB,FR,High,Cleared,Project,2027-12,Dedicated,AMER,Strategic,Email,REF-2026,LEG-000168,Synthetic account
REF-005681,Everfen Materials North Service Centre,DUP-SYN-000191,Everfen Materials North Service Centre,Everfen Materials,Everfen Materials Holdings,LLC,Foods,Enterprise,Active,US,Oregon,Portland,97201,Example Park,109,B23,US-695,https://group000190.example,crm@c005681.example,TEST-005681,TEST-TAX-005681,Registered,USD,en,America/Los_Angeles,1982,1-10,<1m,A1,NET45,2020-05-15,2025-05-20,2026-01-03,Atlas CRM,Current,Team 2,US,AE,Medium,Cleared,Rolling,2027-05,Priority,APAC,Growth,Portal,REF-2026,LEG-005681,Synthetic account
REF-002796,Fallow Robotics Portland LLC,US-SYN-002796,Fallow Robotics Portland LLC,Fallow Robotics,Fallow Group,LLC,Robotics,Midmarket,Active,US,Oregon,Portland,97201,Example Park,10,B13,US-801,https://c002796.example,crm@c002796.example,TEST-002796,TEST-TAX-002796,Registered,USD,en,America/Los_Angeles,2009,1-10,<1m,B2,NET60,2019-12-15,2025-12-20,2026-04-03,Atlas CRM,Current,Team 6,US,FR,High,Cleared,Project,2027-12,Dedicated,AMER,Strategic,Email,REF-2026,LEG-002796,"Synthetic; multiline
CRM note"
REF-005567,Northfen Textiles North Service Centre,DUP-SYN-000134,Northfen Textiles North Service Centre,Northfen Textiles,Northfen Textiles Holdings,Pvt Ltd,Advisory,Enterprise,Active,IN,Maharashtra,Pune,411001,Sample Tech Road,194,B1,IN-581,https://group000133.example,crm@c005567.example,TEST-005567,TEST-TAX-005567,Registered,INR,en,Asia/Kolkata,1972,11-50,1-5m,B1,NET45,2018-11-15,2025-11-20,2026-07-03,Atlas CRM,On hold,Team 5,IN,DE,Medium,Cleared,Rolling,2027-11,Priority,APAC,Growth,Portal,REF-2026,LEG-005567,Synthetic account
REF-005195,Wynford Advisory Mérida SA,MX-SYN-005195,Wynford Advisory Mérida SA,Wynford Advisory,Wynford Group,SA,Advisory,Enterprise,Active,MX,Yucatán,Mérida,97000,Calle del Taller,21,B20,MX-209,https://c005195.example,crm@c005195.example,TEST-005195,TEST-TAX-005195,Registered,MXN,es,America/Merida,2016,1000+,100m+,B1,NET45,2010-11-15,2025-11-20,2026-03-03,Atlas CRM,Current,Team 2,MX,DE,Medium,Cleared,Rolling,2027-11,Priority,APAC,Growth,Portal,REF-2026,LEG-005195,Synthetic account
REF-000674,Novera Components São Paulo Ltda,BR-SYN-000674,Novera Components São Paulo Ltda,Novera Components,Novera Group,Ltda,Components,Enterprise,Active,BR,São Paulo,São Paulo,01000-000,Rua das Oficinas,77,B7,BR-673,https://c000674.example,crm@c000674.example,TEST-000674,TEST-TAX-000674,Registered,BRL,pt,America/Sao_Paulo,2019,251-1000,25-100m,A2,NET45,2011-02-15,2025-02-20,2026-02-03,Atlas CRM,Current,Team 8,BR,US,Medium,Cleared,Rolling,2027-02,Priority,APAC,Growth,Email,REF-2026,LEG-000674,Synthetic account
REF-005205,Merriton Research München GmbH,DE-SYN-005205,Merriton Research München GmbH,Merriton Research,Merriton Group,GmbH,Research,Midmarket,Active,DE,Bayern,München,80331,Industriestraße,31,B7,DE-219,https://c005205.example,crm@c005205.example,TEST-005205,TEST-TAX-005205,Registered,EUR,de,Europe/Berlin,1974,1000+,100m+,A1,NET60,2020-09-15,2025-09-20,2026-05-03,Atlas CRM,Current,Team 3,DE,SG,High,Cleared,Project,2027-09,Dedicated,AMER,Strategic,Portal,REF-2026,LEG-005205,Synthetic account
REF-001990,Briarfen Analytics Göteborg AB,SE-SYN-001990,Briarfen Analytics Göteborg AB,Briarfen Analytics,Briarfen Group,AB,Analytics,SMB,Dormant,SE,Västra Götaland,Göteborg,411 01,Verkstadsgatan,199,B12,SE-992,https://c001990.example,crm@c001990.example,TEST-001990,TEST-TAX-001990,Registered,SEK,sv,Europe/Stockholm,1983,1000+,100m+,A2,NET30,2011-10-15,2025-10-20,2026-06-03,Atlas CRM,Current,Team 1,SE,CH,Low,Review,Annual,2027-10,Standard,EMEA,Core,Email,REF-2026,LEG-001990,"Synthetic; multiline
CRM note"
REF-000757,Corvell Networks Lyon SAS,FR-SYN-000757,Corvell Networks Lyon SAS,Corvell Networks,Corvell Group,SAS,Networks,SMB,Active,FR,Rhône,Lyon,69002,Rue des Ateliers,160,B21,FR-756,https://c000757.example,crm@c000757.example,TEST-000757,TEST-TAX-000757,Exempt,EUR,fr,Europe/Paris,1998,11-50,1-5m,A1,NET30,2010-01-15,2025-01-20,2026-05-03,Atlas CRM,Current,Team 1,FR,JP,Low,Review,Annual,2027-01,Standard,EMEA,Core,Portal,REF-2026,LEG-000757,Synthetic account
REF-001789,Elmridge Optics Mérida SA,MX-SYN-001789,Elmridge Optics Mérida SA,Elmridge Optics,Elmridge Group,SA,Optics,SMB,Active,MX,Yucatán,Mérida,97000,Calle del Taller,197,B18,MX-791,https://c001789.example,crm@c001789.example,TEST-001789,TEST-TAX-001789,Exempt,MXN,es,America/Merida,1990,251-1000,25-100m,A1,NET30,2020-01-15,2025-01-20,2026-05-03,Atlas CRM,Current,Team 7,MX,JP,Low,Cleared,Annual,2027-01,Standard,EMEA,Core,Portal,REF-2026,LEG-001789,Synthetic account
REF-002723,Glenwick Instruments Zürich AG,CH-SYN-002723,Glenwick Instruments Zürich AG,Glenwick Instruments,Glenwick Group,AG,Instruments,Enterprise,Active,CH,Zürich,Zürich,8001,Lindenweg,136,B9,CH-728,https://c002723.example,crm@c002723.example,TEST-002723,TEST-TAX-002723,Registered,CHF,de,Europe/Zurich,1988,51-250,5-25m,B1,NET45,2016-11-15,2025-11-20,2026-03-03,Atlas CRM,Current,Team 5,CH,DE,Medium,Cleared,Rolling,2027-11,Priority,APAC,Growth,Portal,REF-2026,LEG-002723,Synthetic account
REF-000023,Ashmere Services Göteborg AB,SE-SYN-000023,Ashmere Services Göteborg AB,Ashmere Services,Ashmere Group,AB,Services,Enterprise,Active,SE,Västra Götaland,Göteborg,411 01,Verkstadsgatan,23,B23,SE-022,https://c000023.example,crm@c000023.example,TEST-000023,TEST-TAX-000023,Registered,SEK,sv,Europe/Stockholm,1992,51-250,5-25m,B1,NET45,2018-11-15,2025-11-20,2026-07-03,Atlas CRM,On hold,Team 5,SE,DE,Medium,Cleared,Rolling,2027-11,Priority,APAC,Growth,Portal,REF-2026,LEG-000023,Synthetic account
